Vehicle Type,Fuel Type,Engine Size,Age of Vehicle,Temperature,Humidity,Air Pressure,CO2 Emissions,NOx Emissions,NOx_AQI,AQI_Category
Truck,Diesel,5.752411112,14,7.587878362,33.32483301,986.8771293,128.216017,1.962085921,119.0124363,Unhealthy for Sensitive Groups
Truck,Petrol,2.509877613,21,23.26199746,81.00811963,967.2103458,103.4294867,1.672300382,113.5300072,Unhealthy for Sensitive Groups
Truck,Diesel,4.244031441,7,28.8457241,62.48783075,1000.320459,97.07809826,1.406971469,108.510271,Unhealthy for Sensitive Groups
Bus,Electric,4.709490759,14,12.3583457,77.74008085,1002.610983,100.4741391,1.387995141,108.1512594,Unhealthy for Sensitive Groups
Motorcycle,Electric,5.02212042,14,-7.207775349,37.21497589,1010.815587,182.695216,1.804364646,116.0285203,Unhealthy for Sensitive Groups
Car,Hybrid,5.717898452,17,21.65860911,69.17432593,1010.2831,50.83898566,0.689615552,66.9373088,Moderate
Motorcycle,Petrol,2.42718165,6,36.07931961,6.52343871,1017.487813,78.01534055,0.948642169,94.52927452,Moderate
Bus,Petrol,5.264233564,21,14.82053745,3.672345763,973.0454887,261.6999742,1.354709039,107.5215224,Unhealthy for Sensitive Groups
Truck,Electric,1.484771898,17,36.42123506,28.74678765,1023.084303,132.2108037,1.188093741,104.369341,Unhealthy for Sensitive Groups
Truck,Hybrid,4.466212713,15,7.705036183,77.36991772,1002.482334,168.5205259,1.703799551,114.1259375,Unhealthy for Sensitive Groups
Bus,Electric,4.658284193,1,34.3182885,53.40874769,993.7305961,208.9951516,0.795915459,78.26055976,Moderate
Truck,Electric,4.324160854,3,29.31698763,40.88217907,1014.789542,67.84313667,0.890933398,88.38203587,Moderate
Motorcycle,Diesel,2.112036628,19,38.0870775,89.66346284,1000.126069,149.0097665,0.573552483,54.57406884,Moderate
Bus,Diesel,5.339824364,15,29.55106176,49.73616037,1002.566803,399.5093863,1.313298452,106.7380788,Unhealthy for Sensitive Groups
Car,Diesel,1.67806401,2,6.073987482,61.33891438,952.3247808,203.4036324,0.841578992,83.12471871,Moderate
Car,Petrol,1.078900916,23,35.02837636,98.58286139,1030.203683,133.7718174,1.142347501,103.5038716,Unhealthy for Sensitive Groups
Motorcycle,Hybrid,4.530817951,29,23.48655382,52.23919705,992.4175864,138.9850285,0.215098895,20.29234858,Good
Car,Petrol,3.272473719,22,-1.896533713,78.35026146,1001.807649,493.1298119,1.43833611,109.1036561,Unhealthy for Sensitive Groups
Car,Electric,5.215309704,1,-7.701746013,41.38255555,988.9910529,116.8048931,1.111936953,102.9285369,Unhealthy for Sensitive Groups
Bus,Hybrid,2.793665134,2,8.292280207,3.634042555,1005.153047,457.4381982,1.51023657,110.4639351,Unhealthy for Sensitive Groups
Truck,Electric,1.67504866,25,29.34320749,83.44720702,955.4042386,86.24516742,0.575041972,54.7327318,Moderate
Truck,Petrol,5.149499401,24,20.91072977,94.4404594,988.3909061,443.4936979,1.725411324,114.5348088,Unhealthy for Sensitive Groups
Truck,Hybrid,3.654330085,28,16.35635799,43.43820244,1016.867779,278.112336,1.75445679,115.0843176,Unhealthy for Sensitive Groups
Motorcycle,Petrol,1.78381812,4,-9.81361827,50.36362686,1043.84461,323.9174174,0.930438469,92.59018474,Moderate
Truck,Diesel,4.545996793,1,11.7750351,42.41379006,1034.918024,160.6692609,0.280988548,26.50835358,Good
Bus,Petrol,3.45779092,18,-2.113830564,99.69058166,1046.281803,454.3739037,1.063658338,102.0151577,Unhealthy for Sensitive Groups
Motorcycle,Petrol,3.942427508,23,12.72836986,90.33610536,1028.151465,314.2154458,1.329340796,107.0415826,Unhealthy for Sensitive Groups
Bus,Petrol,3.196671359,19,39.5885161,4.110144702,1013.261727,354.0650254,1.238952663,105.3315369,Unhealthy for Sensitive Groups
Bus,Petrol,5.109286716,29,33.97694116,77.90186702,992.3272442,300.5424535,1.805568973,116.0513049,Unhealthy for Sensitive Groups
Motorcycle,Petrol,5.113726122,1,5.531530205,60.08367446,962.3142394,106.3555957,1.844654709,116.7907648,Unhealthy for Sensitive Groups
Truck,Petrol,4.488821873,1,19.67536965,2.514170378,975.0802137,426.3011072,1.282066906,106.1472117,Unhealthy for Sensitive Groups
Car,Hybrid,1.348087162,21,15.10476167,44.47122779,977.1175046,132.613313,1.320296811,106.8704802,Unhealthy for Sensitive Groups
Car,Diesel,5.162040082,23,-3.497649739,14.97115841,992.7883019,181.3766121,0.346658328,32.70361585,Good
Car,Diesel,4.289267499,22,39.49032579,87.30477556,1010.984097,351.2833817,0.847341726,83.73857516,Moderate
Motorcycle,Diesel,4.424525663,19,11.25875783,1.269875678,1011.866185,91.99818052,0.727241178,70.94525592,Moderate
Car,Electric,2.68751077,17,15.28295185,87.31058076,995.5542637,470.0318969,0.757070492,74.12272632,Moderate
Truck,Hybrid,5.372253692,24,22.37996562,94.08391487,977.4643759,105.8574133,1.482032998,109.930354,Unhealthy for Sensitive Groups
Bus,Diesel,4.571932321,19,-0.422773343,7.29844665,955.6494412,350.2201754,1.02719011,101.3252183,Unhealthy for Sensitive Groups
Truck,Hybrid,1.385470426,24,1.111330118,71.98375325,1048.883639,335.8049353,1.054860633,101.8487147,Unhealthy for Sensitive Groups
Motorcycle,Electric,2.920445779,20,-0.37207874,54.88921924,1043.95599,364.1137053,0.570670086,54.2670309,Moderate
Bus,Petrol,5.409177882,13,9.223277173,95.42767206,968.2925959,245.0060622,0.417587955,39.39509009,Good
Bus,Diesel,1.045422849,27,-0.016152177,79.81496809,1010.539587,222.0283448,0.877792251,86.98221804,Moderate
Bus,Petrol,5.799366422,14,36.3197984,69.44140448,979.565434,489.9460935,0.209656385,19.77890425,Good
Car,Hybrid,4.331645355,11,25.71570232,92.55097207,969.4428363,417.7213177,0.403075324,38.02597396,Good
Car,Hybrid,4.083155084,10,34.89177846,16.03497311,1018.441133,268.4496391,1.655241741,113.2072762,Unhealthy for Sensitive Groups
Motorcycle,Petrol,2.206908134,10,32.42420652,37.59599881,1028.619275,132.0204147,0.931081223,92.65865202,Moderate
Car,Hybrid,2.093717301,29,25.15759758,84.29418592,990.6592948,450.7491137,1.955102826,118.8803237,Unhealthy for Sensitive Groups
Bus,Petrol,5.698702741,6,2.137309454,10.15854571,955.9063686,341.9372464,0.108289428,10.21598377,Good
Bus,Hybrid,2.351016762,11,20.76594321,93.54473491,990.1495822,111.0980297,1.849095147,116.8747731,Unhealthy for Sensitive Groups
Bus,Hybrid,4.832627543,15,-0.685056968,74.51554616,1003.219397,132.396972,1.339637121,107.236378,Unhealthy for Sensitive Groups
Motorcycle,Hybrid,2.844233351,4,-3.376197574,43.93329334,1039.321652,293.368937,1.283941131,106.18267,Unhealthy for Sensitive Groups
Motorcycle,Petrol,1.524121168,1,21.6287621,33.87213662,1015.680265,276.6576369,1.696714037,113.9918872,Unhealthy for Sensitive Groups
Car,Diesel,0.855719548,21,21.23127968,14.76064032,1021.049644,234.1769843,1.29089578,106.3142445,Unhealthy for Sensitive Groups
Motorcycle,Petrol,3.630138152,15,-2.168892899,9.36735249,970.2631284,242.0932979,0.166225844,15.6816834,Good
Car,Petrol,5.874049856,22,7.621384872,42.3594579,1022.027162,127.4910694,1.820103788,116.3262879,Unhealthy for Sensitive Groups
Bus,Petrol,2.719508208,29,-6.685941307,84.30984925,1000.182486,164.9596725,1.759023111,115.1707075,Unhealthy for Sensitive Groups
Truck,Hybrid,2.657400137,14,25.78665568,53.18505376,1032.041155,271.7187929,1.087885925,102.4735175,Unhealthy for Sensitive Groups
Bus,Electric,2.589276413,10,39.37478257,45.11487795,971.6369458,78.66708818,0.339306184,32.01001736,Good
Car,Petrol,3.506827954,28,26.99530777,31.90425185,1001.48624,208.7070322,1.660792099,113.312283,Unhealthy for Sensitive Groups
Motorcycle,Diesel,3.091457394,5,32.20760848,15.69499113,970.94771,144.6682267,1.106558977,102.8267915,Unhealthy for Sensitive Groups
Car,Petrol,5.375556059,12,13.81716211,99.00992948,978.591645,128.5916876,0.719855338,70.1585034,Moderate
Truck,Petrol,3.428708117,29,-5.220795942,2.573259302,1033.220408,115.9668579,1.987288522,119.4892423,Unhealthy for Sensitive Groups
Car,Petrol,3.440340759,18,26.33032613,31.18159017,1018.779432,113.0852447,0.41257922,38.92256792,Good
Motorcycle,Petrol,1.519532293,9,2.826010007,76.9379445,1022.848804,122.1975203,0.412719011,38.93575575,Good
Bus,Electric,5.910245613,23,9.414697663,52.05581562,956.8537338,218.3598206,1.239427774,105.3405255,Unhealthy for Sensitive Groups
Bus,Hybrid,2.099859033,18,25.1549625,31.38549008,1022.875656,95.65477714,0.607262403,58.16490815,Moderate
Bus,Electric,1.181493151,29,35.23922631,99.27393057,999.1407096,453.6686453,0.882959538,87.53264644,Moderate
Car,Hybrid,4.248360495,4,14.31245245,61.9169644,995.9143793,274.0622564,0.557024467,52.81347583,Moderate
Car,Hybrid,3.895905125,24,38.08027865,29.51557832,991.2626928,277.1489692,1.58698037,111.9158448,Unhealthy for Sensitive Groups
Car,Diesel,2.958757401,26,15.99517641,84.79531432,1035.179488,144.9915291,0.621825509,59.71619552,Moderate
Bus,Hybrid,2.995399616,20,-3.874477577,15.01641518,967.7463939,440.2198422,1.700199399,114.0578265,Unhealthy for Sensitive Groups
Motorcycle,Electric,4.882332389,6,15.92168729,46.35740748,1031.41147,422.658982,1.498271671,110.2375722,Unhealthy for Sensitive Groups
Bus,Petrol,1.817705729,10,33.0313853,83.95887962,1042.832385,65.41072256,0.665780186,64.39832416,Moderate
Bus,Petrol,5.065317259,13,16.90225666,98.36580524,966.8238823,379.581957,1.618152067,112.5055796,Unhealthy for Sensitive Groups
Car,Diesel,4.173484992,22,27.38776739,38.30575925,1049.9596,132.9211191,0.70564807,68.6451205,Moderate
Motorcycle,Diesel,2.978642824,20,17.39788059,13.81096588,1049.053424,300.02758,0.87255093,86.42390341,Moderate
Bus,Diesel,3.181748806,15,17.30272802,56.69295201,1012.131893,441.7332212,0.248726213,23.46473708,Good
Truck,Electric,2.134565477,17,4.238045065,94.39930381,976.8534902,470.3237573,1.180627129,104.2280808,Unhealthy for Sensitive Groups
Car,Electric,4.71099453,20,0.063024228,66.56117362,992.9625084,133.0035519,1.650962645,113.1263203,Unhealthy for Sensitive Groups
Bus,Petrol,3.46694866,22,3.945939792,60.21595393,967.0383245,472.809211,1.283677041,106.1776737,Unhealthy for Sensitive Groups
Truck,Hybrid,2.468443622,22,12.04189455,30.92919768,962.0202192,81.31223043,1.148244791,103.615442,Unhealthy for Sensitive Groups
Truck,Diesel,3.899460602,3,30.47950554,60.63398198,1020.402963,459.1969448,1.806070797,116.0607989,Unhealthy for Sensitive Groups
Car,Diesel,5.977819151,0,31.44955537,88.46779975,1007.984603,397.5466996,0.938486234,93.44744667,Moderate
Motorcycle,Hybrid,3.063363854,21,-1.831109196,37.55259888,1006.35739,461.2211606,1.991959068,119.577604,Unhealthy for Sensitive Groups
Motorcycle,Hybrid,5.587595284,28,17.64274571,24.20536539,974.7760876,214.7658019,0.975385144,97.37798273,Moderate
Truck,Hybrid,2.594087568,14,10.80138615,48.0957572,973.4906245,473.3506813,1.322244571,106.9073297,Unhealthy for Sensitive Groups
Truck,Petrol,1.084610076,13,18.54678628,37.61877943,1048.973425,418.332561,0.188142097,17.74925443,Good
Bus,Petrol,1.862058953,18,22.38116935,46.99259935,1012.877381,197.7451344,1.42717103,108.8924249,Unhealthy for Sensitive Groups
Car,Petrol,2.977214745,26,3.980599636,9.572964006,1031.945556,202.5203746,0.706969551,68.78588695,Moderate
Motorcycle,Electric,1.942101629,4,35.9621191,33.62099994,987.8511922,210.746959,0.34270487,32.33064811,Good
Truck,Electric,0.801180599,3,36.77240775,82.65478069,1034.368109,314.9540336,0.381477965,35.98848726,Good
Motorcycle,Hybrid,5.558007996,12,-4.732112873,40.03211092,1022.238075,131.8546704,1.065755421,102.0548323,Unhealthy for Sensitive Groups
Car,Diesel,5.188172938,17,25.15092406,96.78951011,985.012442,245.0749484,1.220149954,104.9758099,Unhealthy for Sensitive Groups
Car,Petrol,4.659919604,11,-8.338396915,70.88448112,1021.769445,80.44723582,1.436248619,109.0641631,Unhealthy for Sensitive Groups
Car,Hybrid,1.672635897,22,-7.671810105,36.60365865,1042.562273,211.2419645,0.947615388,94.41990003,Moderate
Car,Petrol,1.425890596,29,37.8899957,25.16636885,971.3731488,350.0298716,1.74302425,114.8680264,Unhealthy for Sensitive Groups
Car,Electric,1.151544697,20,24.74265674,68.53679871,1004.763261,315.2611918,0.230215519,21.71844519,Good
Motorcycle,Diesel,4.564951782,14,6.227081492,30.244649,1046.665039,192.4410744,0.330751507,31.20297236,Good
Truck,Hybrid,5.629801396,29,23.49388339,92.68928199,1032.139794,165.7418207,0.532959347,300,Very Unhealthy
Car,Diesel,3.038786269,22,32.29175253,11.63358814,1012.029118,197.1934306,0.293313238,27.67106019,Good
Car,Petrol,1.419531494,8,33.54517382,2.874033457,956.9765438,81.29639508,1.536227351,110.9556526,Unhealthy for Sensitive Groups
Bus,Hybrid,3.464442668,3,-8.974011049,22.10267755,990.6323197,165.9098625,0.789513001,77.5785588,Moderate
Car,Electric,2.613925919,4,30.91140037,60.66191333,1015.076547,368.6229547,1.248084025,105.5042924,Unhealthy for Sensitive Groups
Truck,Diesel,2.749089607,8,32.66013575,83.49620021,990.9661855,130.4369081,1.553319322,111.2790142,Unhealthy for Sensitive Groups
Car,Petrol,4.030919246,12,19.77851024,17.01280699,1049.70838,112.2037462,1.139700796,103.4537988,Unhealthy for Sensitive Groups
Bus,Petrol,4.537334189,9,13.99519218,58.4722859,1025.33928,430.725739,1.113561616,102.9592738,Unhealthy for Sensitive Groups
Car,Petrol,1.375138714,26,-4.45005414,14.41531,968.7081819,156.4486156,0.955630175,95.27364908,Moderate
Truck,Electric,0.9850692,15,1.980691983,56.31786483,999.0386349,162.9968918,1.4214809,108.7847738,Unhealthy for Sensitive Groups
Bus,Petrol,5.970517574,29,14.52425598,1.818227811,988.3972206,258.3674284,1.106263248,102.8211966,Unhealthy for Sensitive Groups
Truck,Electric,2.010187414,12,33.25398556,55.78070884,1009.384318,262.3603952,0.866780951,85.80927522,Moderate
Bus,Electric,1.07991873,3,30.15671784,52.1775838,994.6564516,133.7910639,1.273794414,105.9907051,Unhealthy for Sensitive Groups
Car,Petrol,1.787351711,20,14.79647905,4.284793926,973.7900716,300.2628019,1.926900648,118.346769,Unhealthy for Sensitive Groups
Truck,Petrol,1.002580801,12,29.28135114,68.94168912,1022.437127,363.0835875,1.635470017,112.8332165,Unhealthy for Sensitive Groups
Car,Petrol,2.837416652,20,28.28666875,57.22545517,960.6661014,268.0216749,0.949479869,94.61850778,Moderate
Car,Electric,4.972489279,7,18.95076757,62.30972791,1003.213399,452.9456624,1.254503636,105.6257445,Unhealthy for Sensitive Groups
Car,Electric,2.574471139,12,1.016272672,52.97739465,981.0159982,496.2165165,0.84357227,83.33704615,Moderate
Car,Petrol,3.109753716,14,7.400188438,72.19936221,1046.653104,287.8747257,1.088452641,102.4842392,Unhealthy for Sensitive Groups
Bus,Hybrid,4.313051223,19,-1.79677249,52.50038643,980.3561355,487.7129894,1.49391746,110.1551952,Unhealthy for Sensitive Groups
Bus,Hybrid,3.446249164,19,-9.642474679,92.22697689,984.0941544,340.9199283,1.69203497,113.9033643,Unhealthy for Sensitive Groups
Motorcycle,Petrol,5.279517567,12,-5.973728433,94.3509333,1020.708717,287.9626535,0.216313202,20.40690585,Good
Motorcycle,Electric,5.30338551,22,27.98128172,72.66754916,962.8475242,441.5109937,0.412958641,38.95836236,Good
Car,Hybrid,0.851535617,26,-8.325692462,91.17619977,982.4625099,484.9227855,1.202698262,104.6456428,Unhealthy for Sensitive Groups
Truck,Petrol,4.845840794,4,9.992631941,92.3154822,1019.591482,499.5542822,1.43669598,109.0726266,Unhealthy for Sensitive Groups
Truck,Petrol,3.195814721,21,39.28901658,26.19984637,953.0753741,391.6293337,1.355548842,107.5374105,Unhealthy for Sensitive Groups
Truck,Electric,5.941970815,21,29.76196089,99.39296781,981.1000629,268.3851663,0.5741091,54.63336065,Moderate
Truck,Diesel,3.312806795,27,27.53088025,26.74368289,950.8255666,183.2164119,1.343449238,107.3084991,Unhealthy for Sensitive Groups
Bus,Diesel,5.931858916,5,3.735438399,1.853920811,965.0229198,301.0913067,0.977632623,97.6173881,Moderate
Motorcycle,Hybrid,4.723760678,29,22.08651078,96.22249634,1010.419739,399.8882556,0.565339883,53.69924841,Moderate
Bus,Petrol,2.0927454,25,14.93559238,22.37180421,995.6714861,62.07105976,1.780845316,115.58356,Unhealthy for Sensitive Groups
Car,Electric,3.599653892,4,21.19122007,58.41208633,965.6025914,170.4428359,1.107015676,102.8354317,Unhealthy for Sensitive Groups
Truck,Electric,5.959105325,12,11.79080595,97.06681575,957.8025438,209.5715732,1.738648631,114.7852444,Unhealthy for Sensitive Groups
Motorcycle,Electric,5.25915916,28,16.54815202,4.945039532,955.6324469,400.9764868,0.894130784,88.72262699,Moderate
Motorcycle,Petrol,1.306307848,4,39.41981245,26.93119537,958.5358158,326.0984394,1.302565501,106.535023,Unhealthy for Sensitive Groups
Car,Petrol,4.473134383,24,6.46564275,60.88239726,959.6076794,241.5679493,1.652220309,113.150114,Unhealthy for Sensitive Groups
Bus,Petrol,2.597013847,12,0.822638674,76.25580566,958.6312685,463.6700334,0.724732679,70.67804624,Moderate
Truck,Petrol,0.836307762,23,12.42472214,80.73664469,955.5080221,292.1658098,1.729385077,114.6099879,Unhealthy for Sensitive Groups
Truck,Hybrid,2.898101039,19,16.21602553,88.38453772,1019.703073,375.7604569,0.767875657,75.27371129,Moderate
Truck,Hybrid,2.020722993,22,-5.718558188,16.84360255,1044.126671,344.9625204,0.48388645,45.64966509,Good
Bus,Electric,5.058120207,7,30.29860111,37.00373308,1035.597888,436.3287027,1.50622873,110.3881111,Unhealthy for Sensitive Groups
Motorcycle,Electric,2.554119166,27,11.10263938,71.425425,976.5853564,415.5703797,0.7361851,71.89797804,Moderate
Car,Petrol,5.103123209,8,10.65934169,71.5310038,970.4279447,495.0641218,1.911461198,118.0546713,Unhealthy for Sensitive Groups
Bus,Electric,0.803109282,20,22.94199223,30.80546789,954.7912052,220.6360386,1.628487984,112.701124,Unhealthy for Sensitive Groups
Motorcycle,Diesel,2.40065958,18,28.66221667,30.42230386,965.603368,124.192462,0.537982488,300,Very Unhealthy
Truck,Electric,2.054059114,28,39.29701349,32.06420135,1006.777129,391.917919,1.974413632,119.2456633,Unhealthy for Sensitive Groups
Motorcycle,Hybrid,2.014550278,19,-1.324015075,89.20801896,1049.812485,443.6213182,0.791007808,77.73778824,Moderate
Car,Hybrid,1.154570423,14,7.277784173,90.95107627,1035.903441,74.467387,1.160029508,103.8383961,Unhealthy for Sensitive Groups
Car,Petrol,1.773046206,25,-1.587136563,1.482747558,1001.492153,199.7944955,0.239711942,22.61433415,Good
Motorcycle,Electric,3.688857763,21,34.04275141,32.50163916,992.3454884,413.2373279,0.179077928,16.89414415,Good
Truck,Diesel,2.315077579,9,17.42466193,39.20355272,964.7825884,357.5463844,0.66162932,63.9561667,Moderate
Car,Diesel,2.970452868,10,32.62200479,98.23854853,991.8591234,389.8856393,0.123421131,11.64350292,Good
Bus,Petrol,2.759707778,4,39.26126455,94.41678196,1009.485818,294.4398468,0.627480829,60.31861005,Moderate
Car,Hybrid,5.35470561,8,17.51033404,62.83251148,1009.547451,221.8275946,1.092312534,102.5572642,Unhealthy for Sensitive Groups
Bus,Electric,5.507554795,28,-4.09240904,4.58053013,1005.754648,415.1260221,1.412698575,108.6186217,Unhealthy for Sensitive Groups
Truck,Diesel,3.363376253,10,8.063386045,19.12170547,1032.401884,299.5430345,0.577492776,54.9937957,Moderate
Car,Hybrid,2.516810942,26,-8.190535137,43.42062601,1001.008387,281.7573078,0.873978727,86.57599483,Moderate
Car,Petrol,1.355363661,29,32.46504735,95.90356249,997.2849576,380.6799124,0.827515727,81.62667527,Moderate
Motorcycle,Electric,5.757694973,18,-9.10565292,9.470438929,980.5773905,135.8901869,0.722395909,70.42912944,Moderate
Motorcycle,Hybrid,1.113180113,1,19.60924951,79.13523521,968.0241732,313.7019199,0.838324746,82.77807077,Moderate
Car,Diesel,2.347781443,5,-4.693335705,19.1191813,950.1403947,186.9866485,1.027364409,101.3285158,Unhealthy for Sensitive Groups
Truck,Diesel,2.349944246,28,-9.62210793,50.78511076,982.2098295,59.65223988,0.477153614,45.01449189,Good
Truck,Electric,2.466086688,22,2.807522113,76.69708167,1013.308077,386.9905482,0.98273261,98.16064759,Moderate
Truck,Petrol,1.654291585,20,17.59260965,69.2495348,1005.889751,263.6084821,0.5948877,56.84673326,Moderate
Bus,Electric,4.872439441,0,-6.24560439,77.57478194,1003.051656,456.461343,0.220817341,20.83182462,Good
Car,Petrol,1.436988882,2,20.74439415,81.35926907,1027.237677,275.074814,0.505780169,47.71511028,Good
Motorcycle,Hybrid,4.101514628,2,23.59961106,30.57424248,973.2846781,54.58515767,1.874707735,117.3593355,Unhealthy for Sensitive Groups
Bus,Petrol,1.443999339,27,38.48490501,36.40305953,1017.8538,233.9362834,1.059969534,101.9453696,Unhealthy for Sensitive Groups
Motorcycle,Electric,1.166785315,13,34.97685402,81.57426744,1010.716485,126.9831786,1.966897391,119.1034642,Unhealthy for Sensitive Groups
Motorcycle,Hybrid,5.529033419,19,18.33955513,3.864311182,983.8991428,464.4854771,0.527897699,49.80166972,Good
Car,Hybrid,1.788669585,29,29.66824044,51.44546976,971.8543603,250.6095583,0.654872071,63.23637278,Moderate
Motorcycle,Hybrid,5.070500804,25,8.182054082,92.04046153,1006.268987,279.8122633,1.316821407,106.8047293,Unhealthy for Sensitive Groups
Motorcycle,Petrol,3.63208053,21,19.2856108,88.50039928,1044.514807,214.4734292,0.775160175,76.04967082,Moderate
Truck,Petrol,1.204853902,4,10.1677085,80.43039376,957.6350842,285.0009092,0.786272384,77.23336264,Moderate
Motorcycle,Hybrid,5.768330595,16,6.852088086,2.154883827,1045.298484,87.25647506,1.703438272,114.1191024,Unhealthy for Sensitive Groups
Truck,Electric,2.084198068,14,26.38197429,88.76870783,996.4758144,256.4298969,0.15547654,14.66759811,Good
Truck,Diesel,5.270155796,5,4.833527214,91.16639665,1021.00435,348.5494939,1.365759106,107.7305777,Unhealthy for Sensitive Groups
Motorcycle,Diesel,1.67781203,13,9.0276135,66.36700606,1030.320467,217.5144882,1.772608217,115.427723,Unhealthy for Sensitive Groups
Truck,Hybrid,5.240502987,13,8.358578554,29.89138982,965.1514797,226.7003382,0.431091989,40.66905557,Good
Bus,Diesel,0.868789827,24,33.52017136,48.99273713,954.4958061,426.8388156,0.866623445,85.7924974,Moderate
Motorcycle,Petrol,3.461258374,26,-1.479776502,76.26194208,962.8491727,291.4818083,1.637347853,112.8687432,Unhealthy for Sensitive Groups
Bus,Electric,4.801101413,16,9.073789598,81.30286788,984.0952889,314.4417447,1.116630969,103.0173427,Unhealthy for Sensitive Groups
Bus,Diesel,5.660936691,7,34.39348959,34.33439855,1045.655423,183.5674839,0.779636943,76.52654393,Moderate
Motorcycle,Hybrid,5.527851108,7,-9.234778706,32.60671294,954.2775438,267.3409057,1.289251941,106.2831448,Unhealthy for Sensitive Groups
Car,Hybrid,5.062049322,18,37.39334977,73.61812151,1041.97981,74.28229612,0.716960218,69.85011018,Moderate
Bus,Petrol,5.418595018,28,34.94502099,68.6355882,1006.129469,243.6336202,1.289988078,106.2970717,Unhealthy for Sensitive Groups
Car,Hybrid,1.835942366,8,10.89240732,51.31972087,960.2340961,411.2130364,0.375557663,35.42996821,Good
Bus,Hybrid,2.277758338,10,22.65126402,42.02604632,965.2748491,122.655834,0.528271893,49.83697104,Good
Car,Hybrid,2.30263633,12,39.55333303,65.71597431,1018.933117,394.0149587,0.127900105,12.06604764,Good
Bus,Petrol,2.760680441,12,17.74741885,3.243332034,1010.845346,218.397034,0.450527215,42.50256745,Good
Car,Electric,2.845267486,26,-5.155065428,7.568957581,966.7456469,62.17777039,0.348372887,32.8653667,Good
Truck,Petrol,3.631687688,23,32.68205068,57.30867546,1040.433109,478.9435321,1.236384798,105.2829556,Unhealthy for Sensitive Groups
Truck,Petrol,1.63137477,18,-3.292419272,21.02787407,963.2903933,131.6109713,1.894323322,117.7304412,Unhealthy for Sensitive Groups
Truck,Petrol,4.394482652,25,2.86358278,77.47839952,1001.157359,200.6457968,0.509195159,48.03727915,Good
Truck,Petrol,1.671346004,20,33.67576765,77.23639746,1002.829434,266.3275181,0.345694077,32.61264877,Good
Bus,Diesel,2.413604107,18,2.801460592,70.99620806,1037.050236,477.2494491,1.117042237,103.0251234,Unhealthy for Sensitive Groups
Bus,Diesel,3.417394679,4,27.25429653,90.36026856,952.2150216,311.5254476,0.444046968,41.8912234,Good
Motorcycle,Electric,4.94149092,15,12.38368394,14.08349382,963.6451701,457.4034142,1.129113766,103.2535037,Unhealthy for Sensitive Groups
Bus,Petrol,4.645240013,8,27.98744728,25.92403374,967.067868,304.0093405,1.05846204,101.9168494,Unhealthy for Sensitive Groups
Truck,Electric,4.156778653,27,1.617612252,25.22992726,956.2881398,142.4281188,0.136880332,12.91323887,Good
Motorcycle,Petrol,1.610020955,19,10.97827625,78.23886761,1013.148328,303.9672547,1.932251003,118.4479919,Unhealthy for Sensitive Groups
Bus,Electric,3.644635797,21,5.90806693,52.13446582,972.9599861,95.19998491,0.482673539,45.53523953,Good
Bus,Electric,1.254721809,2,2.452202099,25.26757901,1007.666983,102.6765025,1.800190556,115.9495511,Unhealthy for Sensitive Groups
Truck,Electric,2.762288519,18,5.721493287,13.64271418,1028.26122,102.0493273,0.827850856,81.66237379,Moderate
Bus,Petrol,2.950285958,4,6.149609945,89.30163347,990.8528493,55.51373359,0.400914538,37.82212623,Good
Bus,Petrol,1.007019485,7,37.76890968,69.21290467,1026.885027,118.0790243,0.302890506,28.57457604,Good
Truck,Electric,2.224738117,13,16.66151663,52.85249916,1027.786855,208.8404968,1.070291903,102.1406576,Unhealthy for Sensitive Groups
Motorcycle,Electric,5.76937723,23,13.10260942,96.54708675,976.3423066,82.45232965,0.787510326,77.36523038,Moderate
Car,Hybrid,5.758889561,2,15.1659285,84.95909497,951.5744597,52.77329265,1.84326427,116.7644592,Unhealthy for Sensitive Groups
Motorcycle,Electric,2.632100682,23,39.8065488,17.81213757,960.3281853,100.5223193,0.48273884,45.5414,Good
Motorcycle,Petrol,1.024120567,12,22.67945524,50.81305938,1032.352374,471.2261143,1.474926123,109.7958996,Unhealthy for Sensitive Groups
Bus,Diesel,1.731293685,10,25.17433207,48.60786516,990.5307315,286.5369717,0.453002799,42.73611311,Good
Car,Electric,2.839532526,28,5.681091477,84.42864209,1033.909602,245.7606162,1.756241909,115.1180902,Unhealthy for Sensitive Groups
Bus,Diesel,5.728454429,7,13.5768855,14.90880714,1004.751432,269.2207779,1.069865667,102.1325937,Unhealthy for Sensitive Groups
Car,Petrol,1.53423513,18,-0.796730525,45.17862375,969.7395388,299.663851,1.679285355,113.6621554,Unhealthy for Sensitive Groups
Truck,Diesel,4.770282387,9,24.25947278,63.65405533,1021.223726,98.52402446,0.931271997,92.67897359,Moderate
Car,Diesel,1.365149205,28,7.224726288,94.52546147,1005.818634,313.1404317,0.432975108,40.8467083,Good
Car,Diesel,5.902539402,25,27.41441829,89.92649349,985.1805212,425.4005188,1.124727986,103.1705295,Unhealthy for Sensitive Groups
Bus,Electric,2.784405795,17,0.658065507,53.38478698,958.7716995,302.2903904,0.617844792,59.29216263,Moderate
Truck,Hybrid,4.831219602,25,10.17515141,60.67207906,960.2298356,447.3714451,0.450778884,42.52630981,Good
