Vehicle Type,Fuel Type,Engine Size,Age of Vehicle,Temperature,Humidity,Air Pressure,CO2 Emissions,NOx Emissions,PM2.5 Emissions,VOC Emissions,SO2 Emissions,Emission Level,NOx_AQI,SO2_AQI,PM2.5_AQI,AQI_Category,AQI_Category_pm,AQI_Category_SO2
Motorcycle,Hybrid,1.758367264,17,-9.359267471,86.13293529,1006.162762,383.2153403,0.773588714,0.151163137,0.054325897,0.098219192,High,966.9858925,122.77399,251.9385617,Hazardous,Very Unhealthy,Unhealthy for Sensitive Groups
Motorcycle,Hybrid,1.004681775,19,11.38648174,1.193500904,988.8846999,182.0768734,1.950615736,0.032517948,0.080450025,0.084319217,Medium,2438.26967,105.3990213,54.19658,Hazardous,Moderate,Unhealthy for Sensitive Groups
Bus,Electric,0.913602902,5,6.988190719,71.5905712,990.2914146,101.493898,1.141547861,0.065550851,0.047434263,0.036747541,Low,1426.934826,45.93442625,109.2514183,Hazardous,Unhealthy for Sensitive Groups,Good
Motorcycle,Electric,4.827325136,3,24.82350754,41.72538656,957.2131356,95.9904023,0.274366329,0.131025981,0.017075147,0.080457554,Low,342.9579113,100.5719425,218.376635,Hazardous,Very Unhealthy,Unhealthy for Sensitive Groups
Bus,Diesel,1.499053822,25,38.83327161,71.76917723,964.0044582,156.6570331,1.925971522,0.042612313,0.066753608,0.028751417,Medium,2407.464403,35.93927125,71.02052167,Hazardous,Moderate,Good
Motorcycle,Petrol,3.232147203,22,0.339130981,50.75130233,1046.116879,332.9059611,1.815205352,0.162321773,0.013173366,0.063113551,High,2269.00669,78.89193875,270.5362883,Hazardous,Very Unhealthy,Moderate
Bus,Petrol,3.950663439,11,2.151807019,8.386063737,1011.008382,262.3653298,1.632218598,0.056248768,0.06394887,0.013597906,Medium,2040.273248,16.9973825,93.74794667,Hazardous,Moderate,Good
Truck,Diesel,3.027429363,12,6.865128843,98.20523494,950.6309608,98.18334934,1.60778626,0.16777295,0.055965773,0.048194095,Low,2009.732825,60.24261875,279.6215833,Hazardous,Very Unhealthy,Moderate
Bus,Petrol,0.940954592,18,13.29688174,8.604554142,1030.918596,64.55870434,1.023324731,0.060846685,0.037459944,0.078985296,Low,1279.155914,98.73162,101.4111417,Hazardous,Unhealthy for Sensitive Groups,Moderate
Car,Electric,4.874207813,21,24.88493477,15.84348481,958.7041619,61.09955914,1.762969697,0.051310941,0.041071755,0.035804918,Low,2203.712121,44.7561475,85.518235,Hazardous,Moderate,Good
Motorcycle,Petrol,0.854668768,12,7.601576092,42.03352805,1020.815576,239.4913175,0.680814031,0.188907632,0.050948087,0.075585929,Medium,851.0175388,94.48241125,314.8460533,Hazardous,Hazardous,Moderate
Bus,Hybrid,4.761827451,11,-4.789972851,94.46233848,1012.084902,404.6625178,0.781296971,0.130928505,0.054214662,0.039466248,High,976.6212138,49.33281,218.214175,Hazardous,Very Unhealthy,Good
Bus,Diesel,5.445183368,19,26.51708186,29.30722366,956.2951261,308.1332975,0.510427549,0.112561778,0.048201206,0.016486684,High,638.0344363,20.608355,187.6029633,Hazardous,Unhealthy,Good
Car,Hybrid,3.050767589,2,29.7320839,56.86621406,1003.093917,414.3552658,0.865944672,0.01922911,0.045296887,0.09111681,High,1082.43084,113.8960125,32.04851667,Hazardous,Good,Unhealthy for Sensitive Groups
Bus,Hybrid,3.58482086,27,2.382432779,52.14364527,954.7435308,193.7248645,0.543933908,0.063508289,0.039158605,0.047825949,Medium,679.917385,59.78243625,105.8471483,Hazardous,Unhealthy for Sensitive Groups,Moderate
Truck,Petrol,3.280313642,2,-3.162187813,33.01475213,956.438975,113.1534784,0.745668554,0.033499066,0.068281548,0.076559364,Low,932.0856925,95.699205,55.83177667,Hazardous,Moderate,Moderate
Motorcycle,Diesel,2.823884817,13,16.39005257,69.63324339,955.1178838,411.3507231,1.411717816,0.040308176,0.04683781,0.063464489,High,1764.64727,79.33061125,67.18029333,Hazardous,Moderate,Moderate
Motorcycle,Electric,5.414607584,17,0.415715044,50.14623307,975.5441237,377.5287765,0.917190563,0.059884352,0.038589264,0.070667405,High,1146.488204,88.33425625,99.80725333,Hazardous,Moderate,Moderate
Truck,Petrol,5.448454255,26,8.708171667,57.82866278,1030.176928,315.098261,1.558553163,0.0358105,0.091244207,0.05843787,High,1948.191454,73.0473375,59.68416667,Hazardous,Moderate,Moderate
Truck,Hybrid,2.546245096,18,28.86806101,21.01554213,986.2454733,449.4919839,1.010104284,0.180919378,0.026360245,0.059329904,High,1262.630355,74.16238,301.5322967,Hazardous,Hazardous,Moderate
Bus,Petrol,3.998362721,28,0.980352159,92.65490606,1013.953825,333.8060476,0.364526108,0.026136557,0.023070269,0.088058646,High,455.657635,110.0733075,43.56092833,Hazardous,Good,Unhealthy for Sensitive Groups
Car,Hybrid,5.619919323,27,30.31296306,11.05710508,962.4849013,286.6169771,1.50998341,0.173277435,0.079899169,0.060968009,Medium,1887.479263,76.21001125,288.795725,Hazardous,Very Unhealthy,Moderate
Motorcycle,Electric,5.802704194,29,23.70099939,69.02692299,1043.286474,276.039523,0.225266562,0.101044549,0.020410979,0.082801947,Medium,281.5832025,103.5024338,168.4075817,Very Unhealthy,Unhealthy,Unhealthy for Sensitive Groups
Car,Hybrid,3.44658701,9,0.986293187,88.58961106,1000.424078,327.8187677,1.890640628,0.039718249,0.034417116,0.050229077,High,2363.300785,62.78634625,66.19708167,Hazardous,Moderate,Moderate
Truck,Hybrid,3.154688987,16,16.32023005,8.402065143,952.4594899,282.4813988,1.697879662,0.110154049,0.041579062,0.097565148,Medium,2122.349578,121.956435,183.5900817,Hazardous,Unhealthy,Unhealthy for Sensitive Groups
Car,Diesel,2.249210443,14,20.70353813,2.875202369,1003.740666,172.715606,1.929878136,0.173612706,0.035770603,0.015592748,Medium,2412.34767,19.490935,289.35451,Hazardous,Very Unhealthy,Good
Bus,Electric,5.786133741,18,0.013801891,33.31537452,968.4530126,479.2426297,0.572438961,0.179090645,0.076098839,0.044097503,High,715.5487013,55.12187875,298.4844083,Hazardous,Very Unhealthy,Moderate
Car,Petrol,1.542634383,8,-2.752533209,78.99479333,969.5816421,481.1277158,1.014329186,0.077603651,0.027785035,0.026065094,High,1267.911483,32.5813675,129.3394183,Hazardous,Unhealthy for Sensitive Groups,Good
Bus,Hybrid,3.815113795,3,16.55839672,71.73665175,1010.03745,125.080717,0.466783241,0.137327651,0.072070749,0.036736887,Low,583.4790513,45.92110875,228.8794183,Hazardous,Very Unhealthy,Good
Motorcycle,Hybrid,2.269261391,14,24.69205831,82.21570854,972.6383496,288.7676687,0.90268723,0.022519477,0.036258901,0.020959044,Medium,1128.359038,26.198805,37.53246167,Hazardous,Good,Good
Motorcycle,Hybrid,2.25084311,18,13.253442,39.7498545,971.3981071,405.3271452,0.563008847,0.104861808,0.087101125,0.054920288,High,703.7610588,68.65036,174.76968,Hazardous,Unhealthy,Moderate
Truck,Petrol,2.905836654,15,-6.498037573,99.37590183,1004.095984,74.64910052,1.720258757,0.053123987,0.088833864,0.011200251,Low,2150.323446,14.00031375,88.53997833,Hazardous,Moderate,Good
Truck,Hybrid,5.993723266,7,36.26063533,36.6106105,973.5459451,105.6032238,0.331005185,0.066782094,0.035099171,0.062608143,Low,413.7564813,78.26017875,111.30349,Hazardous,Unhealthy for Sensitive Groups,Moderate
Truck,Electric,1.085824796,16,24.74827229,80.53832014,961.0512605,295.2018475,0.52768008,0.098167125,0.063697038,0.094504844,Medium,659.6001,118.131055,163.611875,Hazardous,Unhealthy,Unhealthy for Sensitive Groups
Truck,Hybrid,3.808417455,20,21.05981429,35.0806422,990.8256915,62.75273155,0.601750556,0.183582459,0.083019478,0.024577704,Low,752.188195,30.72213,305.970765,Hazardous,Hazardous,Good
Truck,Electric,1.229375222,0,22.1813506,21.84437714,955.1998438,424.8462939,1.502560537,0.166451382,0.01658077,0.069213541,High,1878.200671,86.51692625,277.41897,Hazardous,Very Unhealthy,Moderate
Truck,Diesel,1.603508316,6,9.930280045,33.66690731,1040.532309,442.9246385,1.297706132,0.082664225,0.061169741,0.033337545,High,1622.132665,41.67193125,137.7737083,Hazardous,Unhealthy for Sensitive Groups,Good
Truck,Hybrid,3.085727297,20,39.22002497,19.26777645,995.1537416,381.3397463,0.358902888,0.100741427,0.097880301,0.023092548,High,448.62861,28.865685,167.9023783,Hazardous,Unhealthy,Good
Motorcycle,Petrol,3.454392683,17,-3.366039414,12.91106066,951.3094687,420.0622917,1.250725552,0.176084937,0.042655602,0.085388762,High,1563.40694,106.7359525,293.474895,Hazardous,Very Unhealthy,Unhealthy for Sensitive Groups
Car,Electric,2.145720523,11,26.95706887,36.39639074,972.4652084,352.2707494,1.708218605,0.025674444,0.075544458,0.052553587,High,2135.273256,65.69198375,42.79074,Hazardous,Good,Moderate
Bus,Petrol,2.445577081,15,11.04379801,14.67941855,1045.781785,113.8400058,0.959225164,0.157561543,0.081663319,0.016005648,Low,1199.031455,20.00706,262.6025717,Hazardous,Very Unhealthy,Good
Motorcycle,Electric,1.252228505,29,34.05480238,50.23287815,999.6390901,63.43453657,1.262480864,0.042156201,0.076909577,0.05878937,Low,1578.10108,73.4867125,70.260335,Hazardous,Moderate,Moderate
Motorcycle,Petrol,2.376742876,0,25.86306371,3.541222619,985.8889669,431.6379962,1.110751672,0.062967404,0.095463754,0.098086737,High,1388.43959,122.6084213,104.9456733,Hazardous,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
Bus,Diesel,5.826103885,26,18.11261117,43.13277581,981.5111508,368.2223679,0.779856738,0.051336695,0.079072612,0.082410713,High,974.8209225,103.0133913,85.56115833,Hazardous,Moderate,Unhealthy for Sensitive Groups
Motorcycle,Hybrid,5.712478385,14,36.88468172,95.80055214,991.6970652,229.3076684,0.104888665,0.114737269,0.09398831,0.060066123,Medium,131.1108313,75.08265375,191.2287817,Unhealthy for Sensitive Groups,Unhealthy,Moderate
Bus,Diesel,2.541367109,6,35.62216805,35.88449121,971.1764404,408.5766847,0.453958839,0.053699738,0.030787367,0.095576975,High,567.4485488,119.4712188,89.49956333,Hazardous,Moderate,Unhealthy for Sensitive Groups
Bus,Electric,3.768440469,27,-7.383300202,13.76413326,1024.912705,73.97599796,1.899605115,0.096737831,0.063216579,0.082198874,Low,2374.506394,102.7485925,161.2297183,Hazardous,Unhealthy,Unhealthy for Sensitive Groups
Car,Diesel,5.529896034,16,-0.370597663,30.51967304,1000.83052,193.5885943,0.77382737,0.014958461,0.04404757,0.050281028,Medium,967.2842125,62.851285,24.93076833,Hazardous,Good,Moderate
Truck,Diesel,0.832155878,2,23.80232925,79.12779133,1025.143367,203.8323912,0.664536323,0.070086142,0.075032033,0.052319068,Medium,830.6704038,65.398835,116.8102367,Hazardous,Unhealthy for Sensitive Groups,Moderate
Motorcycle,Electric,5.015554566,10,36.09197133,31.36590959,975.4381718,97.19380699,1.266409971,0.145119896,0.023633248,0.093442744,Low,1583.012464,116.80343,241.8664933,Hazardous,Very Unhealthy,Unhealthy for Sensitive Groups
Truck,Petrol,5.731521675,5,11.51650013,38.34959369,950.1452425,383.7634574,1.81721342,0.092601761,0.026134799,0.01407068,High,2271.516775,17.58835,154.3362683,Hazardous,Unhealthy,Good
Motorcycle,Hybrid,1.274893819,5,-8.084737732,78.87865165,1046.6229,399.8871011,0.674677887,0.166434556,0.021725129,0.039553674,High,843.3473588,49.4420925,277.3909267,Hazardous,Very Unhealthy,Good
Truck,Diesel,1.639527967,14,22.164863,26.05604942,1001.20661,312.4267165,0.523869369,0.09735487,0.034219028,0.049495603,High,654.8367113,61.86950375,162.2581167,Hazardous,Unhealthy,Moderate
Motorcycle,Hybrid,5.795880774,6,-0.265650138,47.82906804,957.9739245,238.0359848,1.81372885,0.176430432,0.026789817,0.028150712,Medium,2267.161063,35.18839,294.05072,Hazardous,Very Unhealthy,Good
Truck,Electric,3.595208747,10,17.61608667,6.316838633,960.3751224,323.1736035,1.56966185,0.084958602,0.07967862,0.025980652,High,1962.077313,32.475815,141.59767,Hazardous,Unhealthy for Sensitive Groups,Good
Motorcycle,Diesel,0.873822499,29,9.234162931,17.40705823,993.467814,454.2721101,1.434931153,0.078613235,0.062828061,0.055134911,High,1793.663941,68.91863875,131.0220583,Hazardous,Unhealthy for Sensitive Groups,Moderate
Motorcycle,Diesel,2.139686394,26,17.90135196,20.94473089,1019.526422,210.9884056,1.158664608,0.058792581,0.043422086,0.062756834,Medium,1448.33076,78.4460425,97.987635,Hazardous,Moderate,Moderate
Motorcycle,Diesel,3.139707106,16,36.62181597,46.35815964,989.6641843,200.4112313,0.908552299,0.09775273,0.02847272,0.051327812,Medium,1135.690374,64.159765,162.9212167,Hazardous,Unhealthy,Moderate
Motorcycle,Hybrid,4.403126337,22,14.29002952,82.09803799,1032.01525,330.2278431,1.311918588,0.167873445,0.082276913,0.046623157,High,1639.898235,58.27894625,279.789075,Hazardous,Very Unhealthy,Moderate
Car,Diesel,4.612433966,17,-8.273558811,35.45101609,982.9059481,357.637184,0.512126676,0.145631416,0.089218253,0.073519699,High,640.158345,91.89962375,242.7190267,Hazardous,Very Unhealthy,Moderate
Bus,Petrol,5.976191867,21,19.04589931,38.04877579,954.5605399,255.9869463,1.652974594,0.042797242,0.086758697,0.076692834,Medium,2066.218243,95.8660425,71.32873667,Hazardous,Moderate,Moderate
Car,Petrol,2.295058237,28,6.287276509,30.10052652,950.8291164,436.8039558,0.891151663,0.185817258,0.093230576,0.025661553,High,1113.939579,32.07694125,309.69543,Hazardous,Hazardous,Good
Motorcycle,Diesel,3.59874453,23,28.90674422,32.04910547,1035.944429,208.5297499,1.534006222,0.094868575,0.082698773,0.01583923,Medium,1917.507778,19.7990375,158.1142917,Hazardous,Unhealthy,Good
Car,Petrol,3.573282449,28,13.49642351,40.35044004,1048.446228,338.4127702,1.642199532,0.052250544,0.066948088,0.015843111,High,2052.749415,19.80388875,87.08424,Hazardous,Moderate,Good
Truck,Diesel,2.909355349,20,27.06853689,89.94032838,963.2798852,350.5081401,0.243124832,0.188433678,0.048716828,0.076137082,High,303.90604,95.1713525,314.05613,Hazardous,Hazardous,Moderate
Motorcycle,Petrol,1.679641848,25,35.44104977,2.437613063,956.2040765,182.6688189,1.38335511,0.093728184,0.036131759,0.011414967,Medium,1729.193888,14.26870875,156.21364,Hazardous,Unhealthy,Good
Motorcycle,Diesel,5.882774129,18,8.113699564,62.45853297,1041.440764,58.48313213,0.675229055,0.043009534,0.010571022,0.097790413,Low,844.0363188,122.2380163,71.68255667,Hazardous,Moderate,Unhealthy for Sensitive Groups
Truck,Petrol,5.237249371,26,39.46889562,88.7682905,960.07564,421.9755154,0.781710859,0.166431483,0.084906241,0.0735426,High,977.1385738,91.92825,277.385805,Hazardous,Very Unhealthy,Moderate
Bus,Diesel,3.391331747,7,-2.509356703,41.69600896,972.8404187,267.0881675,1.49353605,0.105060439,0.049258423,0.06372921,Medium,1866.920063,79.6615125,175.1007317,Hazardous,Unhealthy,Moderate
Truck,Electric,3.936876198,23,22.19658409,65.09136092,1030.164709,92.95478916,1.919056408,0.047389773,0.088498491,0.012874973,Low,2398.82051,16.09371625,78.982955,Hazardous,Moderate,Good
Bus,Hybrid,1.981757479,19,-8.261619843,58.57145797,1049.798432,480.9018627,1.626961755,0.139258825,0.038967435,0.012868997,High,2033.702194,16.08624625,232.0980417,Hazardous,Very Unhealthy,Good
Bus,Hybrid,3.627692766,7,0.652833293,33.86314955,998.6013889,183.3921545,0.654224161,0.196577389,0.040427889,0.051087749,Medium,817.7802013,63.85968625,327.6289817,Hazardous,Hazardous,Moderate
Motorcycle,Electric,4.413844692,20,21.68892957,13.74178468,971.0770789,263.5102683,1.444912369,0.026018864,0.011904688,0.044512188,Medium,1806.140461,55.640235,43.36477333,Hazardous,Good,Moderate
Truck,Diesel,3.478868548,28,-7.690413022,21.96172215,1034.771802,267.8301214,0.722732967,0.092537808,0.053689383,0.036049739,Medium,903.4162088,45.06217375,154.22968,Hazardous,Unhealthy,Good
Truck,Diesel,5.949482887,10,-4.910645736,5.74451341,989.4311509,216.8599873,0.935227186,0.107500775,0.05398606,0.021634591,Medium,1169.033983,27.04323875,179.1679583,Hazardous,Unhealthy,Good
Truck,Diesel,3.978976612,20,4.550529746,76.47274535,977.2642273,118.2122032,0.333801649,0.135625509,0.068936707,0.034527982,Low,417.2520613,43.1599775,226.042515,Hazardous,Very Unhealthy,Good
Bus,Diesel,2.729063305,2,18.7818568,53.28071474,999.0416557,366.9311824,1.685151884,0.053412449,0.077470235,0.067137268,High,2106.439855,83.921585,89.02074833,Hazardous,Moderate,Moderate
Bus,Electric,4.815190544,22,-9.20087223,78.56335736,1035.579827,137.9687863,1.329108183,0.04512139,0.041254871,0.045854115,Low,1661.385229,57.31764375,75.20231667,Hazardous,Moderate,Moderate
Bus,Electric,1.68640506,26,14.11771288,29.01966612,973.3000818,357.0465472,1.73963687,0.150962546,0.093467285,0.038091651,High,2174.546088,47.61456375,251.6042433,Hazardous,Very Unhealthy,Good
Truck,Electric,2.799482231,13,21.28718744,80.46721394,992.383455,410.9485898,0.524664498,0.1371756,0.051072371,0.093226955,High,655.8306225,116.5336938,228.626,Hazardous,Very Unhealthy,Unhealthy for Sensitive Groups
Motorcycle,Electric,2.604186542,26,10.12613944,30.92043839,994.4243687,60.40944474,0.345726616,0.056695041,0.061640261,0.039881622,Low,432.15827,49.8520275,94.491735,Hazardous,Moderate,Good
Bus,Electric,3.045396895,8,-6.618009626,12.13339504,1033.276424,379.3030888,1.649364403,0.020803237,0.063456478,0.091965505,High,2061.705504,114.9568813,34.67206167,Hazardous,Good,Unhealthy for Sensitive Groups
Bus,Diesel,4.865255095,24,20.54373176,53.38107286,1017.600519,337.1149255,1.770055643,0.162028248,0.08888952,0.017285546,High,2212.569554,21.6069325,270.04708,Hazardous,Very Unhealthy,Good
Car,Petrol,3.317699767,0,20.29176985,94.52955582,1028.048662,138.0979574,0.426660727,0.139616594,0.072365704,0.084373532,Low,533.3259088,105.466915,232.6943233,Hazardous,Very Unhealthy,Unhealthy for Sensitive Groups
Bus,Diesel,4.928875141,0,15.30211775,41.4394049,1019.338578,329.0869114,1.319605518,0.177158027,0.041827778,0.056046763,High,1649.506898,70.05845375,295.2633783,Hazardous,Very Unhealthy,Moderate
Truck,Hybrid,3.797742296,25,24.65727378,51.53886539,1009.267591,239.3472382,0.413619786,0.022850409,0.073549066,0.05585449,Medium,517.0247325,69.8181125,38.084015,Hazardous,Good,Moderate
Motorcycle,Hybrid,2.57876106,27,0.390086658,45.12894119,963.2409222,88.06638397,0.127623367,0.102626321,0.090347887,0.06369084,Low,159.5292088,79.61355,171.0438683,Unhealthy,Unhealthy,Moderate
Motorcycle,Hybrid,5.011889467,11,23.92703712,45.74348015,1033.294919,285.6596974,1.130427949,0.040328085,0.083989236,0.069708824,Medium,1413.034936,87.13603,67.213475,Hazardous,Moderate,Moderate
Bus,Electric,2.039106287,10,-1.927263017,21.43552982,1010.727871,487.9784495,1.905614398,0.138234428,0.014264577,0.083641084,High,2382.017998,104.551355,230.3907133,Hazardous,Very Unhealthy,Unhealthy for Sensitive Groups
Car,Diesel,1.966791495,20,9.634681552,42.24823708,1020.117162,341.9645951,1.221938576,0.057406578,0.015950543,0.014834304,High,1527.42322,18.54288,95.67763,Hazardous,Moderate,Good
Car,Diesel,3.423415205,0,-6.621667686,49.69009704,1027.874798,198.7451152,0.915343932,0.059949914,0.071119272,0.038168965,Medium,1144.179915,47.71120625,99.91652333,Hazardous,Moderate,Good
Bus,Electric,2.156416079,19,30.9563666,74.4858472,981.1699854,303.5757397,0.635898239,0.145835457,0.098314418,0.051693327,High,794.8727988,64.61665875,243.059095,Hazardous,Very Unhealthy,Moderate
Motorcycle,Hybrid,0.847252582,11,16.91167105,13.9831832,993.7314415,382.01057,0.634809781,0.166709322,0.063946271,0.096816005,High,793.5122263,121.0200063,277.84887,Hazardous,Very Unhealthy,Unhealthy for Sensitive Groups
Motorcycle,Hybrid,4.171147142,16,38.55246012,57.16139179,1004.129067,120.308892,0.599848498,0.183001497,0.049199778,0.015506148,Low,749.8106225,19.382685,305.002495,Hazardous,Hazardous,Good
Motorcycle,Electric,3.457687872,14,37.11633005,66.21931236,984.2822472,287.9728981,0.497410045,0.024835202,0.062359865,0.045544991,Medium,621.7625563,56.93123875,41.39200333,Hazardous,Good,Moderate
Bus,Hybrid,3.116692635,1,39.92805681,38.27926564,975.8536823,278.0892054,0.226405905,0.163269154,0.050939953,0.080430272,Medium,283.0073813,100.53784,272.1152567,Very Unhealthy,Very Unhealthy,Unhealthy for Sensitive Groups
Car,Petrol,5.828236276,17,-4.936691486,54.91643728,1027.683274,219.4512158,1.538459732,0.194585269,0.029218702,0.093740342,Medium,1923.074665,117.1754275,324.3087817,Hazardous,Hazardous,Unhealthy for Sensitive Groups
Bus,Diesel,3.770235757,15,20.32901893,71.07420516,1025.373207,386.1795182,0.699177492,0.019952448,0.035162273,0.082525876,High,873.971865,103.157345,33.25408,Hazardous,Good,Unhealthy for Sensitive Groups
Truck,Electric,5.289844205,3,10.37876058,46.51012112,1033.179929,304.2548372,0.396519989,0.183291678,0.036911325,0.097939409,High,495.6499863,122.4242613,305.48613,Hazardous,Hazardous,Unhealthy for Sensitive Groups
Car,Diesel,1.525141228,7,16.63322937,33.33509207,1019.6695,364.5032077,1.247975994,0.191258402,0.063940571,0.057450347,High,1559.969993,71.81293375,318.7640033,Hazardous,Hazardous,Moderate
Bus,Diesel,3.759873608,1,5.4383683,82.47032225,981.1727301,318.1825666,1.875278096,0.046540484,0.084838378,0.075541133,High,2344.09762,94.42641625,77.56747333,Hazardous,Moderate,Moderate
Motorcycle,Electric,5.313494059,13,-7.596558097,98.88168812,982.7002266,401.4228886,1.408126117,0.068633371,0.014620901,0.089311201,High,1760.157646,111.6390013,114.3889517,Hazardous,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
Car,Electric,3.832149938,24,25.38751348,21.66355528,1002.779418,335.2690007,0.464416472,0.066814379,0.057045074,0.047289723,High,580.52059,59.11215375,111.3572983,Hazardous,Unhealthy for Sensitive Groups,Moderate
Motorcycle,Diesel,4.533673726,14,38.29085369,88.93947474,1033.559546,354.9836403,0.886834259,0.190414904,0.057733411,0.017298389,High,1108.542824,21.62298625,317.3581733,Hazardous,Hazardous,Good
Bus,Petrol,2.734626553,27,16.6190913,54.54288641,984.6293164,151.4741691,1.667808525,0.013163311,0.096487794,0.014978007,Medium,2084.760656,18.72250875,21.93885167,Hazardous,Good,Good
Car,Diesel,1.280737489,8,6.478997523,44.79232625,1026.5939,430.6408887,0.196218738,0.115756929,0.083611855,0.09301284,High,245.2734225,116.26605,192.928215,Very Unhealthy,Unhealthy,Unhealthy for Sensitive Groups
Car,Diesel,3.181081535,1,36.91391244,89.31631411,980.5692591,119.9181014,0.739484189,0.120115642,0.045216688,0.010182503,Low,924.3552363,12.72812875,200.1927367,Hazardous,Very Unhealthy,Good
Truck,Hybrid,2.851292832,16,8.233326474,91.03388659,983.8525383,202.9173413,0.83688772,0.133864162,0.064876509,0.038542202,Medium,1046.10965,48.1777525,223.1069367,Hazardous,Very Unhealthy,Good
Bus,Petrol,5.308712948,25,35.72645964,27.26567574,1025.236589,450.2326462,0.959985758,0.052594358,0.069054568,0.086553149,High,1199.982198,108.1914363,87.65726333,Hazardous,Moderate,Unhealthy for Sensitive Groups
Car,Petrol,2.068775572,9,32.78454274,35.83722716,1017.857534,98.86344937,1.16142976,0.100077803,0.070301391,0.04577242,Low,1451.7872,57.215525,166.7963383,Hazardous,Unhealthy,Moderate
Car,Petrol,5.827017983,8,16.43555029,85.19242417,970.8228381,440.005497,1.037998213,0.088375441,0.091733502,0.027719174,High,1297.497766,34.6489675,147.2924017,Hazardous,Unhealthy for Sensitive Groups,Good
Truck,Electric,5.782318223,1,23.84363333,49.08245302,1032.702123,263.9143785,0.409089809,0.087585879,0.062258364,0.021755795,Medium,511.3622613,27.19474375,145.976465,Hazardous,Unhealthy for Sensitive Groups,Good
Bus,Electric,2.087684544,23,25.01587218,28.80286943,1028.461041,132.6140037,0.892185436,0.073465539,0.029744986,0.013123109,Low,1115.231795,16.40388625,122.442565,Hazardous,Unhealthy for Sensitive Groups,Good
Truck,Electric,2.609870168,29,22.05458525,96.21759241,1029.741809,381.7370901,0.801142394,0.189231702,0.06787357,0.068263278,High,1001.427993,85.3290975,315.38617,Hazardous,Hazardous,Moderate
Motorcycle,Electric,5.456889853,18,-1.962502251,21.70380831,997.0351179,177.7468236,1.865710982,0.13375304,0.03118075,0.039299255,Medium,2332.138728,49.12406875,222.9217333,Hazardous,Very Unhealthy,Good
Bus,Diesel,5.826435549,16,24.63881059,61.0337211,982.8639623,355.0591382,1.511361877,0.154413742,0.020482486,0.011077973,High,1889.202346,13.84746625,257.3562367,Hazardous,Very Unhealthy,Good
Truck,Diesel,3.105883335,10,-9.839095794,42.79164202,1034.978181,405.9030084,1.74555353,0.071131796,0.064771749,0.017465587,High,2181.941913,21.83198375,118.5529933,Hazardous,Unhealthy for Sensitive Groups,Good
Motorcycle,Hybrid,2.469184637,16,25.50184092,45.13015499,1008.821297,306.1979662,1.44832589,0.01014856,0.035330605,0.086676635,High,1810.407363,108.3457938,16.91426667,Hazardous,Good,Unhealthy for Sensitive Groups
Car,Diesel,3.535688869,9,17.74180673,10.59881717,1043.09794,403.6993895,0.208059852,0.190925247,0.066566699,0.021103206,High,260.074815,26.3790075,318.208745,Very Unhealthy,Hazardous,Good
Truck,Petrol,4.376399873,17,2.988021107,25.71383054,975.3827033,470.7708186,1.000710178,0.176504869,0.083844162,0.054797371,High,1250.887723,68.49671375,294.1747817,Hazardous,Very Unhealthy,Moderate
Bus,Hybrid,2.22206748,22,30.18821724,16.69970929,1047.562662,297.680789,1.578167672,0.096994981,0.023146849,0.041223287,Medium,1972.70959,51.52910875,161.6583017,Hazardous,Unhealthy,Moderate
Car,Petrol,4.629660508,27,10.26394694,74.962487,987.9218043,118.5658487,1.223737318,0.083268547,0.015316335,0.028236621,Low,1529.671648,35.29577625,138.7809117,Hazardous,Unhealthy for Sensitive Groups,Good
Car,Electric,1.068618257,5,14.28885923,69.7744399,988.4471807,369.3207558,1.541233998,0.094489668,0.017616617,0.021238707,High,1926.542498,26.54838375,157.48278,Hazardous,Unhealthy,Good
Bus,Diesel,1.056331362,15,-8.616272257,79.4103946,973.8816649,234.5331128,1.927674939,0.061124713,0.097104506,0.067503614,Medium,2409.593674,84.3795175,101.8745217,Hazardous,Unhealthy for Sensitive Groups,Moderate
Car,Petrol,2.808696067,27,10.06598429,69.92628798,1046.502536,289.0862582,0.570034326,0.126832147,0.018026836,0.088791767,Medium,712.5429075,110.9897088,211.3869117,Hazardous,Very Unhealthy,Unhealthy for Sensitive Groups
Motorcycle,Electric,2.638060599,26,-1.631860376,12.87104078,953.9714237,332.0669126,1.96843948,0.194997092,0.093124887,0.064122111,High,2460.54935,80.15263875,324.9951533,Hazardous,Hazardous,Moderate
Motorcycle,Hybrid,2.44129272,17,3.807165592,97.85919802,997.3357631,372.871697,0.329007648,0.022640031,0.097773823,0.043840091,High,411.25956,54.80011375,37.733385,Hazardous,Good,Moderate
Bus,Petrol,3.353302766,19,2.606974934,18.85168045,986.5481593,337.9066843,1.848061549,0.160025375,0.016431931,0.037587882,High,2310.076936,46.9848525,266.7089583,Hazardous,Very Unhealthy,Good
Truck,Electric,2.467814628,17,-7.698960313,35.04496685,965.9263304,154.7916159,0.467060782,0.02122067,0.058317405,0.04265282,Medium,583.8259775,53.316025,35.36778333,Hazardous,Good,Moderate
